Province_x,Month-Year,Unemployment Rate,Minimum Wage
Saskatchewan,Apr-1983,7.8,$4.25
Saskatchewan,May-1983,7.9,$4.25
Saskatchewan,Jun-1983,7.5,$4.25
Saskatchewan,Jul-1983,7.4,$4.25
Saskatchewan,Aug-1983,7.7,$4.25
Saskatchewan,Sep-1983,7.8,$4.25
Saskatchewan,Oct-1983,7.8,$4.25
Saskatchewan,Nov-1983,7.7,$4.25
Saskatchewan,Dec-1983,7.8,$4.25
Saskatchewan,Jan-1984,7.5,$4.25
Saskatchewan,Feb-1984,7.9,$4.25
Saskatchewan,Mar-1984,8.1,$4.25
Saskatchewan,Apr-1984,7.8,$4.25
Saskatchewan,May-1984,8.1,$4.25
Saskatchewan,Jun-1984,8.2,$4.25
Saskatchewan,Jul-1984,7.9,$4.25
Saskatchewan,Aug-1984,7.8,$4.25
Saskatchewan,Sep-1984,8.7,$4.25
Saskatchewan,Oct-1984,8.3,$4.25
Saskatchewan,Nov-1984,8.6,$4.25
Saskatchewan,Dec-1984,8.5,$4.25
Saskatchewan,Jan-1985,8.1,$4.25
Saskatchewan,Feb-1985,8.1,$4.25
Saskatchewan,Mar-1985,8.2,$4.25
Saskatchewan,Apr-1985,8.3,$4.25
Saskatchewan,May-1985,8.2,$4.25
Saskatchewan,Jun-1985,8.1,$4.25
Saskatchewan,Jul-1985,8.0,$4.25
Saskatchewan,Aug-1985,8.5,$4.50
Saskatchewan,Sep-1985,7.9,$4.50
Saskatchewan,Oct-1985,8.0,$4.50
Saskatchewan,Nov-1985,8.0,$4.50
Saskatchewan,Dec-1985,8.2,$4.50
Saskatchewan,Jan-1986,7.8,$4.50
Saskatchewan,Feb-1986,7.8,$4.50
Saskatchewan,Mar-1986,8.3,$4.50
Saskatchewan,Apr-1986,7.7,$4.50
Saskatchewan,May-1986,7.9,$4.50
Saskatchewan,Jun-1986,8.0,$4.50
Saskatchewan,Jul-1986,7.8,$4.50
Saskatchewan,Aug-1986,7.5,$4.50
Saskatchewan,Sep-1986,7.6,$4.50
Saskatchewan,Oct-1986,7.5,$4.50
Saskatchewan,Nov-1986,7.5,$4.50
Saskatchewan,Dec-1986,7.2,$4.50
Saskatchewan,Jan-1987,7.5,$4.50
Saskatchewan,Feb-1987,7.2,$4.50
Saskatchewan,Mar-1987,7.1,$4.50
Saskatchewan,Apr-1987,7.2,$4.50
Saskatchewan,May-1987,7.6,$4.50
Saskatchewan,Jun-1987,7.1,$4.50
Saskatchewan,Jul-1987,7.6,$4.50
Saskatchewan,Aug-1987,7.6,$4.50
Saskatchewan,Sep-1987,7.1,$4.50
Saskatchewan,Oct-1987,7.1,$4.50
Saskatchewan,Nov-1987,7.3,$4.50
Saskatchewan,Dec-1987,7.0,$4.50
Saskatchewan,Jan-1988,7.9,$4.50
Saskatchewan,Feb-1988,7.2,$4.50
Saskatchewan,Mar-1988,7.7,$4.50
Saskatchewan,Apr-1988,7.1,$4.50
Saskatchewan,May-1988,6.7,$4.50
Saskatchewan,Jun-1988,7.0,$4.50
Saskatchewan,Jul-1988,6.7,$4.50
Saskatchewan,Aug-1988,7.2,$4.50
Saskatchewan,Sep-1988,7.3,$4.50
Saskatchewan,Oct-1988,7.6,$4.50
Saskatchewan,Nov-1988,7.8,$4.50
Saskatchewan,Dec-1988,7.7,$4.50
Saskatchewan,Jan-1989,7.6,$4.50
Saskatchewan,Feb-1989,7.9,$4.50
Saskatchewan,Mar-1989,7.4,$4.50
Saskatchewan,Apr-1989,7.5,$4.50
Saskatchewan,May-1989,7.4,$4.50
Saskatchewan,Jun-1989,7.3,$4.50
Saskatchewan,Jul-1989,7.4,$4.50
Saskatchewan,Aug-1989,7.1,$4.50
Saskatchewan,Sep-1989,7.4,$4.50
Saskatchewan,Oct-1989,7.1,$4.50
Saskatchewan,Nov-1989,7.2,$4.50
Saskatchewan,Dec-1989,6.9,$4.50
Saskatchewan,Jan-1990,7.7,$4.75
Saskatchewan,Feb-1990,7.0,$4.75
Saskatchewan,Mar-1990,6.8,$4.75
Saskatchewan,Apr-1990,7.1,$4.75
Saskatchewan,May-1990,7.1,$4.75
Saskatchewan,Jun-1990,7.2,$4.75
Saskatchewan,Jul-1990,6.8,$5.00
Saskatchewan,Aug-1990,7.0,$5.00
Saskatchewan,Sep-1990,6.8,$5.00
Saskatchewan,Oct-1990,7.1,$5.00
Saskatchewan,Nov-1990,7.0,$5.00
Saskatchewan,Dec-1990,7.0,$5.00
Saskatchewan,Jan-1991,7.2,$5.00
Saskatchewan,Feb-1991,7.7,$5.00
Saskatchewan,Mar-1991,7.4,$5.00
Saskatchewan,Apr-1991,7.6,$5.00
Saskatchewan,May-1991,7.6,$5.00
Saskatchewan,Jun-1991,7.4,$5.00
Saskatchewan,Jul-1991,7.3,$5.00
Saskatchewan,Aug-1991,7.3,$5.00
Saskatchewan,Sep-1991,7.0,$5.00
Saskatchewan,Oct-1991,7.4,$5.00
Saskatchewan,Nov-1991,7.1,$5.00
Saskatchewan,Dec-1991,7.1,$5.00
Saskatchewan,Jan-1992,7.1,$5.00
Saskatchewan,Feb-1992,6.9,$5.00
Saskatchewan,Mar-1992,7.4,$5.00
Saskatchewan,Apr-1992,7.4,$5.00
Saskatchewan,May-1992,7.6,$5.00
Saskatchewan,Jun-1992,8.3,$5.00
Saskatchewan,Jul-1992,8.2,$5.00
Saskatchewan,Aug-1992,8.2,$5.00
Saskatchewan,Sep-1992,8.5,$5.00
Saskatchewan,Oct-1992,8.6,$5.00
Saskatchewan,Nov-1992,8.9,$5.00
Saskatchewan,Dec-1992,9.0,$5.35
Saskatchewan,Jan-1993,8.9,$5.35
Saskatchewan,Feb-1993,8.4,$5.35
Saskatchewan,Mar-1993,8.5,$5.35
Saskatchewan,Apr-1993,8.3,$5.35
Saskatchewan,May-1993,8.3,$5.35
Saskatchewan,Jun-1993,8.3,$5.35
Saskatchewan,Jul-1993,8.3,$5.35
Saskatchewan,Aug-1993,8.3,$5.35
Saskatchewan,Sep-1993,8.4,$5.35
Saskatchewan,Oct-1993,7.7,$5.35
Saskatchewan,Nov-1993,7.9,$5.35
Saskatchewan,Dec-1993,8.3,$5.35
Saskatchewan,Jan-1994,7.8,$5.35
Saskatchewan,Feb-1994,7.3,$5.35
Saskatchewan,Mar-1994,7.1,$5.35
Saskatchewan,Apr-1994,7.4,$5.35
Saskatchewan,May-1994,7.0,$5.35
Saskatchewan,Jun-1994,6.7,$5.35
Saskatchewan,Jul-1994,6.2,$5.35
Saskatchewan,Aug-1994,6.4,$5.35
Saskatchewan,Sep-1994,6.4,$5.35
Saskatchewan,Oct-1994,7.2,$5.35
Saskatchewan,Nov-1994,6.4,$5.35
Saskatchewan,Dec-1994,6.1,$5.35
Saskatchewan,Jan-1995,6.2,$5.35
Saskatchewan,Feb-1995,6.5,$5.35
Saskatchewan,Mar-1995,6.3,$5.35
Saskatchewan,Apr-1995,6.3,$5.35
Saskatchewan,May-1995,7.2,$5.35
Saskatchewan,Jun-1995,6.2,$5.35
Saskatchewan,Jul-1995,6.9,$5.35
Saskatchewan,Aug-1995,7.1,$5.35
Saskatchewan,Sep-1995,7.0,$5.35
Saskatchewan,Oct-1995,6.7,$5.35
Saskatchewan,Nov-1995,7.4,$5.35
Saskatchewan,Dec-1995,7.2,$5.35
Saskatchewan,Jan-1996,7.3,$5.35
Saskatchewan,Feb-1996,7.3,$5.35
Saskatchewan,Mar-1996,7.4,$5.35
Saskatchewan,Apr-1996,6.9,$5.35
Saskatchewan,May-1996,6.8,$5.35
Saskatchewan,Jun-1996,6.8,$5.35
Saskatchewan,Jul-1996,6.6,$5.35
Saskatchewan,Aug-1996,6.3,$5.35
Saskatchewan,Sep-1996,6.1,$5.35
Saskatchewan,Oct-1996,5.5,$5.35
Saskatchewan,Nov-1996,5.5,$5.35
Saskatchewan,Dec-1996,5.8,$5.60
Saskatchewan,Jan-1997,6.0,$5.60
Saskatchewan,Feb-1997,6.3,$5.60
Saskatchewan,Mar-1997,6.2,$5.60
Saskatchewan,Apr-1997,6.1,$5.60
Saskatchewan,May-1997,5.9,$5.60
Saskatchewan,Jun-1997,6.0,$5.60
Saskatchewan,Jul-1997,5.7,$5.60
Saskatchewan,Aug-1997,5.6,$5.60
Saskatchewan,Sep-1997,6.0,$5.60
Saskatchewan,Oct-1997,6.1,$5.60
Saskatchewan,Nov-1997,6.1,$5.60
Saskatchewan,Dec-1997,5.2,$5.60
Saskatchewan,Jan-1998,5.3,$5.60
Saskatchewan,Feb-1998,5.3,$5.60
Saskatchewan,Mar-1998,5.4,$5.60
Saskatchewan,Apr-1998,5.7,$5.60
Saskatchewan,May-1998,5.3,$5.60
Saskatchewan,Jun-1998,6.0,$5.60
Saskatchewan,Jul-1998,6.1,$5.60
Saskatchewan,Aug-1998,6.3,$5.60
Saskatchewan,Sep-1998,5.9,$5.60
Saskatchewan,Oct-1998,6.0,$5.60
Saskatchewan,Nov-1998,6.2,$5.60
Saskatchewan,Dec-1998,6.3,$5.60
Saskatchewan,Jan-1999,6.4,$6.00
Saskatchewan,Feb-1999,6.8,$6.00
Saskatchewan,Mar-1999,6.6,$6.00
Saskatchewan,Apr-1999,6.4,$6.00
Saskatchewan,May-1999,7.1,$6.00
Saskatchewan,Jun-1999,5.6,$6.00
Saskatchewan,Jul-1999,5.9,$6.00
Saskatchewan,Aug-1999,5.8,$6.00
Saskatchewan,Sep-1999,5.3,$6.00
Saskatchewan,Oct-1999,5.7,$6.00
Saskatchewan,Nov-1999,5.3,$6.00
Saskatchewan,Dec-1999,5.1,$6.00
Saskatchewan,Jan-2000,4.9,$6.00
Saskatchewan,Feb-2000,4.6,$6.00
Saskatchewan,Mar-2000,4.8,$6.00
Saskatchewan,Apr-2000,4.7,$6.00
Saskatchewan,May-2000,5.1,$6.00
Saskatchewan,Jun-2000,5.5,$6.00
Saskatchewan,Jul-2000,5.4,$6.00
Saskatchewan,Aug-2000,5.7,$6.00
Saskatchewan,Sep-2000,5.5,$6.00
Saskatchewan,Oct-2000,5.2,$6.00
Saskatchewan,Nov-2000,4.9,$6.00
Saskatchewan,Dec-2000,5.0,$6.00
Saskatchewan,Jan-2001,5.4,$6.00
Saskatchewan,Feb-2001,5.8,$6.00
Saskatchewan,Mar-2001,5.7,$6.00
Saskatchewan,Apr-2001,6.0,$6.00
Saskatchewan,May-2001,6.0,$6.00
Saskatchewan,Jun-2001,5.7,$6.00
Saskatchewan,Jul-2001,5.7,$6.00
Saskatchewan,Aug-2001,5.4,$6.00
Saskatchewan,Sep-2001,5.9,$6.00
Saskatchewan,Oct-2001,5.8,$6.00
Saskatchewan,Nov-2001,6.0,$6.00
Saskatchewan,Dec-2001,5.9,$6.00
Saskatchewan,Jan-2002,5.8,$6.00
Saskatchewan,Feb-2002,5.6,$6.00
Saskatchewan,Mar-2002,5.8,$6.00
Saskatchewan,Apr-2002,5.9,$6.00
Saskatchewan,May-2002,6.0,$6.35
Saskatchewan,Jun-2002,5.6,$6.35
Saskatchewan,Jul-2002,5.3,$6.35
Saskatchewan,Aug-2002,5.2,$6.35
Saskatchewan,Sep-2002,5.4,$6.35
Saskatchewan,Oct-2002,6.1,$6.35
Saskatchewan,Nov-2002,5.7,$6.65
Saskatchewan,Dec-2002,6.0,$6.65
Saskatchewan,Jan-2003,5.9,$6.65
Saskatchewan,Feb-2003,6.2,$6.65
Saskatchewan,Mar-2003,5.7,$6.65
Saskatchewan,Apr-2003,5.4,$6.65
Saskatchewan,May-2003,5.7,$6.65
Saskatchewan,Jun-2003,5.4,$6.65
Saskatchewan,Jul-2003,5.3,$6.65
Saskatchewan,Aug-2003,5.4,$6.65
Saskatchewan,Sep-2003,5.5,$6.65
Saskatchewan,Oct-2003,5.7,$6.65
Saskatchewan,Nov-2003,5.8,$6.65
Saskatchewan,Dec-2003,5.8,$6.65
Saskatchewan,Jan-2004,5.6,$6.65
Saskatchewan,Feb-2004,5.4,$6.65
Saskatchewan,Mar-2004,5.8,$6.65
Saskatchewan,Apr-2004,5.4,$6.65
Saskatchewan,May-2004,4.7,$6.65
Saskatchewan,Jun-2004,5.1,$6.65
Saskatchewan,Jul-2004,5.3,$6.65
Saskatchewan,Aug-2004,5.0,$6.65
Saskatchewan,Sep-2004,5.6,$6.65
Saskatchewan,Oct-2004,4.9,$6.65
Saskatchewan,Nov-2004,5.2,$6.65
Saskatchewan,Dec-2004,5.3,$6.65
Saskatchewan,Jan-2005,4.9,$6.65
Saskatchewan,Feb-2005,4.9,$6.65
Saskatchewan,Mar-2005,5.0,$6.65
Saskatchewan,Apr-2005,5.1,$6.65
Saskatchewan,May-2005,4.5,$6.65
Saskatchewan,Jun-2005,4.7,$6.65
Saskatchewan,Jul-2005,4.6,$6.65
Saskatchewan,Aug-2005,4.9,$6.65
Saskatchewan,Sep-2005,6.0,$7.05
Saskatchewan,Oct-2005,5.3,$7.05
Saskatchewan,Nov-2005,5.3,$7.05
Saskatchewan,Dec-2005,5.2,$7.05
Saskatchewan,Jan-2006,5.1,$7.05
Saskatchewan,Feb-2006,5.4,$7.05
Saskatchewan,Mar-2006,5.0,$7.55
Saskatchewan,Apr-2006,4.9,$7.55
Saskatchewan,May-2006,4.8,$7.55
Saskatchewan,Jun-2006,5.0,$7.55
Saskatchewan,Jul-2006,4.7,$7.55
Saskatchewan,Aug-2006,5.1,$7.55
Saskatchewan,Sep-2006,4.5,$7.55
Saskatchewan,Oct-2006,3.9,$7.55
Saskatchewan,Nov-2006,4.3,$7.55
Saskatchewan,Dec-2006,4.2,$7.55
Saskatchewan,Jan-2007,4.5,$7.55
Saskatchewan,Feb-2007,4.3,$7.55
Saskatchewan,Mar-2007,4.2,$7.95
Saskatchewan,Apr-2007,4.2,$7.95
Saskatchewan,May-2007,4.6,$7.95
Saskatchewan,Jun-2007,4.6,$7.95
Saskatchewan,Jul-2007,4.5,$7.95
Saskatchewan,Aug-2007,4.8,$7.95
Saskatchewan,Sep-2007,3.7,$7.95
Saskatchewan,Oct-2007,4.3,$7.95
Saskatchewan,Nov-2007,4.4,$7.95
Saskatchewan,Dec-2007,4.0,$7.95
Saskatchewan,Jan-2008,4.3,$8.25
Saskatchewan,Feb-2008,4.4,$8.25
Saskatchewan,Mar-2008,4.4,$8.25
Saskatchewan,Apr-2008,4.3,$8.25
Saskatchewan,May-2008,4.2,$8.60
Saskatchewan,Jun-2008,3.9,$8.60
Saskatchewan,Jul-2008,4.5,$8.60
Saskatchewan,Aug-2008,4.3,$8.60
Saskatchewan,Sep-2008,4.2,$8.60
Saskatchewan,Oct-2008,3.9,$8.60
Saskatchewan,Nov-2008,3.8,$8.60
Saskatchewan,Dec-2008,4.8,$8.60
Saskatchewan,Jan-2009,4.5,$8.60
Saskatchewan,Feb-2009,5.0,$8.60
Saskatchewan,Mar-2009,4.8,$8.60
Saskatchewan,Apr-2009,5.0,$8.60
Saskatchewan,May-2009,5.2,$9.25
Saskatchewan,Jun-2009,4.7,$9.25
Saskatchewan,Jul-2009,5.1,$9.25
Saskatchewan,Aug-2009,5.0,$9.25
Saskatchewan,Sep-2009,5.1,$9.25
Saskatchewan,Oct-2009,5.8,$9.25
Saskatchewan,Nov-2009,5.3,$9.25
Saskatchewan,Dec-2009,4.9,$9.25
Saskatchewan,Jan-2010,4.8,$9.25
Saskatchewan,Feb-2010,4.5,$9.25
Saskatchewan,Mar-2010,5.1,$9.25
Saskatchewan,Apr-2010,5.2,$9.25
Saskatchewan,May-2010,4.9,$9.25
Saskatchewan,Jun-2010,5.7,$9.25
Saskatchewan,Jul-2010,5.4,$9.25
Saskatchewan,Aug-2010,5.0,$9.25
Saskatchewan,Sep-2010,6.0,$9.25
Saskatchewan,Oct-2010,6.3,$9.25
Saskatchewan,Nov-2010,5.6,$9.25
Saskatchewan,Dec-2010,5.4,$9.25
Saskatchewan,Jan-2011,5.5,$9.25
Saskatchewan,Feb-2011,5.4,$9.25
Saskatchewan,Mar-2011,5.1,$9.25
Saskatchewan,Apr-2011,5.1,$9.25
Saskatchewan,May-2011,5.2,$9.25
Saskatchewan,Jun-2011,4.8,$9.25
Saskatchewan,Jul-2011,5.0,$9.25
Saskatchewan,Aug-2011,4.7,$9.25
Saskatchewan,Sep-2011,4.5,$9.50
Saskatchewan,Oct-2011,4.4,$9.50
Saskatchewan,Nov-2011,5.0,$9.50
Saskatchewan,Dec-2011,4.8,$9.50
Saskatchewan,Jan-2012,4.8,$9.50
Saskatchewan,Feb-2012,5.0,$9.50
Saskatchewan,Mar-2012,5.1,$9.50
Saskatchewan,Apr-2012,5.1,$9.50
Saskatchewan,May-2012,4.7,$9.50
Saskatchewan,Jun-2012,5.1,$9.50
Saskatchewan,Jul-2012,4.8,$9.50
Saskatchewan,Aug-2012,4.7,$9.50
Saskatchewan,Sep-2012,4.8,$9.50
Saskatchewan,Oct-2012,4.6,$9.50
Saskatchewan,Nov-2012,4.7,$9.50
Saskatchewan,Dec-2012,4.9,$10.00
Saskatchewan,Jan-2013,3.9,$10.00
Saskatchewan,Feb-2013,4.2,$10.00
Saskatchewan,Mar-2013,4.0,$10.00
Saskatchewan,Apr-2013,4.4,$10.00
Saskatchewan,May-2013,4.5,$10.00
Saskatchewan,Jun-2013,4.0,$10.00
Saskatchewan,Jul-2013,4.4,$10.00
Saskatchewan,Aug-2013,4.2,$10.00
Saskatchewan,Sep-2013,4.3,$10.00
Saskatchewan,Oct-2013,3.9,$10.00
Saskatchewan,Nov-2013,4.1,$10.00
Saskatchewan,Dec-2013,4.4,$10.00
Saskatchewan,Jan-2014,4.5,$10.00
Saskatchewan,Feb-2014,4.0,$10.00
Saskatchewan,Mar-2014,4.5,$10.00
Saskatchewan,Apr-2014,3.5,$10.00
Saskatchewan,May-2014,3.8,$10.00
Saskatchewan,Jun-2014,4.0,$10.00
Saskatchewan,Jul-2014,3.5,$10.00
Saskatchewan,Aug-2014,4.4,$10.00
Saskatchewan,Sep-2014,3.7,$10.00
Saskatchewan,Oct-2014,3.7,$10.20
Saskatchewan,Nov-2014,3.6,$10.20
Saskatchewan,Dec-2014,3.7,$10.20
Saskatchewan,Jan-2015,4.8,$10.20
Saskatchewan,Feb-2015,5.1,$10.20
Saskatchewan,Mar-2015,4.3,$10.20
Saskatchewan,Apr-2015,4.4,$10.20
Saskatchewan,May-2015,4.9,$10.20
Saskatchewan,Jun-2015,4.8,$10.20
Saskatchewan,Jul-2015,5.4,$10.20
Saskatchewan,Aug-2015,5.2,$10.20
Saskatchewan,Sep-2015,5.4,$10.20
Saskatchewan,Oct-2015,6.0,$10.50
Saskatchewan,Nov-2015,5.9,$10.50
Saskatchewan,Dec-2015,5.9,$10.50
Saskatchewan,Jan-2016,6.0,$10.50
Saskatchewan,Feb-2016,6.1,$10.50
Saskatchewan,Mar-2016,6.3,$10.50
Saskatchewan,Apr-2016,6.6,$10.50
Saskatchewan,May-2016,6.0,$10.50
Saskatchewan,Jun-2016,6.3,$10.50
Saskatchewan,Jul-2016,6.1,$10.50
Saskatchewan,Aug-2016,6.3,$10.50
Saskatchewan,Sep-2016,6.8,$10.50
Saskatchewan,Oct-2016,7.0,$10.72
Saskatchewan,Nov-2016,7.1,$10.72
Saskatchewan,Dec-2016,6.5,$10.72
Saskatchewan,Jan-2017,6.7,$10.72
Saskatchewan,Feb-2017,6.1,$10.72
Saskatchewan,Mar-2017,6.3,$10.72
Saskatchewan,Apr-2017,6.3,$10.72
Saskatchewan,May-2017,6.7,$10.72
Saskatchewan,Jun-2017,6.4,$10.72
Saskatchewan,Jul-2017,6.8,$10.72
Saskatchewan,Aug-2017,6.1,$10.72
Saskatchewan,Sep-2017,6.2,$10.72
Saskatchewan,Oct-2017,6.2,$10.96
Saskatchewan,Nov-2017,6.5,$10.96
Saskatchewan,Dec-2017,6.7,$10.96
Saskatchewan,Jan-2018,5.7,$10.96
Saskatchewan,Feb-2018,5.7,$10.96
Saskatchewan,Mar-2018,6.1,$10.96
Saskatchewan,Apr-2018,6.3,$10.96
Saskatchewan,May-2018,6.6,$10.96
Saskatchewan,Jun-2018,6.4,$10.96
Saskatchewan,Jul-2018,6.4,$10.96
Saskatchewan,Aug-2018,6.5,$10.96
Saskatchewan,Sep-2018,6.4,$10.96
Saskatchewan,Oct-2018,6.2,$11.06
Saskatchewan,Nov-2018,5.4,$11.06
Saskatchewan,Dec-2018,5.7,$11.06
Saskatchewan,Jan-2019,5.4,$11.06
Saskatchewan,Feb-2019,5.8,$11.06
Saskatchewan,Mar-2019,5.1,$11.06
Saskatchewan,Apr-2019,5.5,$11.06
Saskatchewan,May-2019,5.3,$11.06
Saskatchewan,Jun-2019,5.0,$11.06
Saskatchewan,Jul-2019,5.6,$11.06
Saskatchewan,Aug-2019,5.3,$11.06
Saskatchewan,Sep-2019,5.6,$11.06
Saskatchewan,Oct-2019,5.3,$11.32
Saskatchewan,Nov-2019,6.2,$11.32
Saskatchewan,Dec-2019,6.1,$11.32
Saskatchewan,Jan-2020,5.8,$11.32
Saskatchewan,Feb-2020,6.4,$11.32
Saskatchewan,Mar-2020,7.3,$11.32
Saskatchewan,Apr-2020,11.4,$11.32
Saskatchewan,May-2020,12.3,$11.32
Saskatchewan,Jun-2020,11.1,$11.32
Saskatchewan,Jul-2020,9.4,$11.32
Saskatchewan,Aug-2020,8.2,$11.32
Saskatchewan,Sep-2020,6.9,$11.32
Saskatchewan,Oct-2020,6.7,$11.45
Saskatchewan,Nov-2020,7.1,$11.45
Saskatchewan,Dec-2020,7.4,$11.45
Saskatchewan,Jan-2021,7.0,$11.45
Saskatchewan,Feb-2021,7.2,$11.45
Saskatchewan,Mar-2021,7.0,$11.45
Saskatchewan,Apr-2021,6.5,$11.45
Saskatchewan,May-2021,6.6,$11.45
Saskatchewan,Jun-2021,7.0,$11.45
Saskatchewan,Jul-2021,6.9,$11.45
Saskatchewan,Aug-2021,6.7,$11.45
Saskatchewan,Sep-2021,6.5,$11.45
Saskatchewan,Oct-2021,6.0,$11.81
Saskatchewan,Nov-2021,5.4,$11.81
Saskatchewan,Dec-2021,5.5,$11.81
Saskatchewan,Jan-2022,5.5,$11.81
Saskatchewan,Feb-2022,4.7,$11.81
Saskatchewan,Mar-2022,4.9,$11.81
Saskatchewan,Apr-2022,5.3,$11.81
Saskatchewan,May-2022,4.7,$11.81
Saskatchewan,Jun-2022,4.0,$11.81
Saskatchewan,Jul-2022,4.1,$11.81
Saskatchewan,Aug-2022,4.5,$11.81
Saskatchewan,Sep-2022,4.3,$11.81
Saskatchewan,Oct-2022,5.0,$13.00
Saskatchewan,Nov-2022,4.4,$13.00
Saskatchewan,Dec-2022,4.4,$13.00
Saskatchewan,Jan-2023,4.3,$13.00
Saskatchewan,Feb-2023,4.5,$13.00
Saskatchewan,Mar-2023,4.7,$13.00
Saskatchewan,Apr-2023,4.7,$13.00
Saskatchewan,May-2023,4.4,$13.00
Saskatchewan,Jun-2023,4.9,$13.00
Saskatchewan,Jul-2023,5.1,$13.00
Saskatchewan,Aug-2023,5.3,$13.00
Saskatchewan,Sep-2023,4.9,$13.00
Saskatchewan,Oct-2023,4.4,$14.00
Saskatchewan,Nov-2023,5.0,$14.00
Saskatchewan,Dec-2023,5.0,$14.00
Saskatchewan,Jan-2024,4.7,$14.00
Saskatchewan,Feb-2024,5.0,$14.00
Saskatchewan,Mar-2024,5.4,$14.00
Saskatchewan,Apr-2024,5.7,$14.00
Saskatchewan,May-2024,5.6,$14.00
Alberta,Jan-1976,4.3,$2.50
Alberta,Feb-1976,3.7,$2.50
Alberta,Mar-1976,3.8,$2.75
Alberta,Apr-1976,3.5,$2.75
Alberta,May-1976,4.2,$2.75
Alberta,Jun-1976,3.8,$2.75
Alberta,Jul-1976,3.7,$2.75
Alberta,Aug-1976,3.7,$2.75
Alberta,Sep-1976,3.8,$2.75
Alberta,Oct-1976,4.0,$2.75
Alberta,Nov-1976,4.0,$2.75
Alberta,Dec-1976,4.2,$2.75
Alberta,Jan-1977,4.6,$2.75
Alberta,Feb-1977,4.3,$2.75
Alberta,Mar-1977,4.6,$3.00
Alberta,Apr-1977,4.0,$3.00
Alberta,May-1977,4.5,$3.00
Alberta,Jun-1977,4.1,$3.00
Alberta,Jul-1977,4.3,$3.00
Alberta,Aug-1977,4.3,$3.00
Alberta,Sep-1977,4.5,$3.00
Alberta,Oct-1977,4.6,$3.00
Alberta,Nov-1977,5.0,$3.00
Alberta,Dec-1977,4.9,$3.00
Alberta,Jan-1978,4.7,$3.00
Alberta,Feb-1978,5.0,$3.00
Alberta,Mar-1978,4.9,$3.00
Alberta,Apr-1978,4.7,$3.00
Alberta,May-1978,4.7,$3.00
Alberta,Jun-1978,4.7,$3.00
Alberta,Jul-1978,4.6,$3.00
Alberta,Aug-1978,4.8,$3.00
Alberta,Sep-1978,5.1,$3.00
Alberta,Oct-1978,4.9,$3.00
Alberta,Nov-1978,4.6,$3.00
Alberta,Dec-1978,4.3,$3.00
Alberta,Jan-1979,4.1,$3.00
Alberta,Feb-1979,4.4,$3.00
Alberta,Mar-1979,3.9,$3.00
Alberta,Apr-1979,4.4,$3.00
Alberta,May-1979,4.0,$3.00
Alberta,Jun-1979,4.0,$3.00
Alberta,Jul-1979,3.8,$3.00
Alberta,Aug-1979,3.8,$3.00
Alberta,Sep-1979,3.8,$3.00
Alberta,Oct-1979,3.7,$3.00
Alberta,Nov-1979,3.8,$3.00
Alberta,Dec-1979,3.9,$3.00
Alberta,Jan-1980,4.2,$3.00
Alberta,Feb-1980,4.1,$3.00
Alberta,Mar-1980,3.8,$3.00
Alberta,Apr-1980,3.8,$3.00
Alberta,May-1980,3.8,$3.50
Alberta,Jun-1980,4.0,$3.50
Alberta,Jul-1980,3.8,$3.50
Alberta,Aug-1980,4.0,$3.50
Alberta,Sep-1980,3.7,$3.50
Alberta,Oct-1980,3.7,$3.50
Alberta,Nov-1980,3.7,$3.50
Alberta,Dec-1980,3.8,$3.50
Alberta,Jan-1981,4.0,$3.50
Alberta,Feb-1981,4.1,$3.50
Alberta,Mar-1981,4.1,$3.50
Alberta,Apr-1981,3.6,$3.50
Alberta,May-1981,3.4,$3.80
Alberta,Jun-1981,3.3,$3.80
Alberta,Jul-1981,3.4,$3.80
Alberta,Aug-1981,3.3,$3.80
Alberta,Sep-1981,3.7,$3.80
Alberta,Oct-1981,4.2,$3.80
Alberta,Nov-1981,4.9,$3.80
Alberta,Dec-1981,4.6,$3.80
Alberta,Jan-1982,5.2,$3.80
Alberta,Feb-1982,5.1,$3.80
Alberta,Mar-1982,5.7,$3.80
Alberta,Apr-1982,6.5,$3.80
Alberta,May-1982,7.1,$3.80
Alberta,Jun-1982,7.8,$3.80
Alberta,Jul-1982,8.3,$3.80
Alberta,Aug-1982,8.1,$3.80
Alberta,Sep-1982,9.3,$3.80
Alberta,Oct-1982,9.6,$3.80
Alberta,Nov-1982,10.0,$3.80
Alberta,Dec-1982,10.3,$3.80
Alberta,Jan-1983,10.6,$3.80
Alberta,Feb-1983,10.9,$3.80
Alberta,Mar-1983,11.2,$3.80
Alberta,Apr-1983,10.9,$3.80
Alberta,May-1983,11.3,$3.80
Alberta,Jun-1983,11.4,$3.80
Alberta,Jul-1983,11.5,$3.80
Alberta,Aug-1983,11.0,$3.80
Alberta,Sep-1983,10.9,$3.80
Alberta,Oct-1983,10.6,$3.80
Alberta,Nov-1983,10.6,$3.80
Alberta,Dec-1983,11.2,$3.80
Alberta,Jan-1984,10.9,$3.80
Alberta,Feb-1984,10.5,$3.80
Alberta,Mar-1984,11.3,$3.80
Alberta,Apr-1984,11.2,$3.80
Alberta,May-1984,12.0,$3.80
Alberta,Jun-1984,11.6,$3.80
Alberta,Jul-1984,11.4,$3.80
Alberta,Aug-1984,11.4,$3.80
Alberta,Sep-1984,12.4,$3.80
